len;250

0.0;1.12;-3.21;5.65;0.32;0.12;-0.1
0.020080321285140562;-1.0;-1.69;6.56;0.2;0.05;-0.1
0.040160642570281124;0.29;-2.66;5.49;0.07;0.03;-0.11
0.060240963855421686;-0.91;-2.02;6.35;-0.07;0.07;-0.07
0.08032128514056225;0.05;-1.21;5.15;-0.19;0.09;-0.06
0.10040160642570281;0.41;-1.07;4.78;-0.32;0.08;-0.11
0.12048192771084337;0.13;0.35;5.0;-0.46;0.07;-0.1
0.14056224899598393;0.66;0.48;3.76;-0.57;-0.01;-0.19
0.1606425702811245;1.21;2.83;4.61;-0.72;-0.03;-0.21
0.18072289156626506;-0.76;2.19;6.43;-0.83;-0.03;-0.16
0.20080321285140562;0.3;2.32;4.76;-0.95;-0.03;-0.18
0.22088353413654618;-0.37;4.05;6.36;-1.0;-0.08;-0.2
0.24096385542168675;-0.53;6.42;8.81;-1.02;-0.06;-0.21
0.26104417670682734;-1.7;4.24;8.99;-1.04;-0.07;-0.22
0.28112449799196787;-0.61;4.33;8.39;-1.03;-0.07;-0.22
0.3012048192771084;-0.56;5.04;9.29;-1.0;-0.06;-0.2
0.321285140562249;-0.66;4.9;9.57;-0.96;-0.05;-0.2
0.3413654618473896;-0.61;4.73;9.5;-0.91;-0.04;-0.2
0.3614457831325301;-0.74;4.02;9.23;-0.87;-0.04;-0.18
0.38152610441767065;-0.71;4.15;9.38;-0.85;0.02;-0.15
0.40160642570281124;-0.32;4.81;9.25;-0.79;-0.0;-0.16
0.42168674698795183;-0.2;4.72;8.77;-0.74;-0.07;-0.19
0.44176706827309237;-0.66;4.34;8.99;-0.71;-0.06;-0.18
0.4618473895582329;-0.82;4.38;9.77;-0.68;-0.01;-0.14
0.4819277108433735;-0.74;4.55;9.05;-0.65;0.0;-0.12
0.5020080321285141;-0.8;4.81;9.81;-0.6;0.02;-0.13
0.5220883534136547;-0.43;5.0;8.86;-0.54;0.01;-0.17
0.5421686746987951;-0.45;4.39;8.23;-0.51;-0.02;-0.15
0.5622489959839357;-0.56;4.88;8.5;-0.49;-0.02;-0.1
0.5823293172690763;-0.72;5.35;8.95;-0.46;0.02;-0.09
0.6024096385542168;-1.0;5.52;9.82;-0.39;-0.03;-0.15
0.6224899598393574;-0.47;5.82;9.85;-0.32;-0.03;-0.18
0.642570281124498;-0.28;5.6;9.27;-0.29;-0.01;-0.16
0.6626506024096386;-0.3;6.08;9.96;-0.24;-0.01;-0.11
0.6827309236947792;-0.07;5.55;10.17;-0.19;-0.02;-0.09
0.7028112449799196;-1.69;6.42;7.61;-0.13;-0.08;-0.11
0.7228915662650602;-0.67;5.89;12.3;-0.08;-0.18;-0.05
0.7429718875502008;1.58;7.23;13.56;0.01;-0.09;0.01
0.7630522088353413;-1.05;5.81;11.26;0.11;-0.04;-0.05
0.7831325301204819;-0.82;5.35;12.3;0.19;-0.02;-0.05
0.8032128514056225;-0.69;4.31;12.21;0.28;0.03;-0.06
0.8232931726907631;-0.82;5.02;13.1;0.35;-0.0;-0.05
0.8433734939759037;-0.36;3.39;13.14;0.43;0.03;-0.06
0.8634538152610441;-1.19;3.77;13.3;0.51;0.04;-0.06
0.8835341365461847;-1.02;-0.7;12.12;0.6;0.03;-0.06
0.9036144578313253;-0.67;1.37;12.84;0.67;0.05;-0.05
0.9236947791164658;-0.54;-0.13;12.26;0.75;0.08;-0.03
0.9437751004016064;-0.36;-0.28;11.88;0.81;0.09;-0.0
0.963855421686747;-1.45;-1.07;10.75;0.9;0.06;-0.04
0.9839357429718876;0.11;-1.55;10.58;0.94;0.03;-0.04
1.0040160642570282;-0.17;-2.07;9.97;0.96;0.09;0.01
1.0240963855421688;-0.68;-1.64;9.22;1.0;0.07;0.0
1.0441767068273093;-0.57;-1.97;8.8;1.02;0.03;-0.01
1.0642570281124497;-0.53;-1.63;8.68;1.02;0.01;-0.03
1.0843373493975903;-0.19;-1.94;8.63;1.02;0.03;-0.03
1.104417670682731;-0.3;-1.79;8.06;1.01;0.03;-0.02
1.1244979919678715;-0.24;-1.9;8.03;0.99;0.03;-0.01
1.144578313253012;-0.1;-2.04;8.14;0.99;0.04;-0.02
1.1646586345381527;-0.79;-1.51;7.42;0.96;0.02;-0.03
1.1847389558232932;-0.07;-2.48;8.07;0.94;0.03;-0.02
1.2048192771084336;-0.21;-2.52;7.72;0.92;0.01;-0.05
1.2248995983935742;0.04;-2.62;7.42;0.89;0.0;-0.04
1.2449799196787148;0.15;-2.69;7.18;0.85;0.05;-0.03
1.2650602409638554;1.38;-3.73;6.47;0.8;-0.02;-0.05
1.285140562248996;0.86;-3.23;6.04;0.74;-0.05;-0.04
1.3052208835341366;0.14;-3.09;6.58;0.65;-0.08;-0.04
1.3253012048192772;-0.78;-2.62;6.7;0.58;-0.03;-0.06
1.3453815261044177;-1.5;-2.31;6.88;0.48;0.02;-0.11
1.3654618473895583;-4.51;-2.0;8.54;0.37;0.17;-0.08
1.3855421686746987;0.97;-3.89;4.41;0.2;0.05;-0.09
1.4056224899598393;0.13;-1.51;4.67;0.06;0.07;-0.09
1.4257028112449799;-2.74;-1.97;5.85;-0.11;0.09;-0.11
